registro_id;paciente_id;ci_paciente;nombre_paciente;apellido_paterno;apellido_materno;sexo;fecha_nacimiento;municipio_residencia;comunidad_indigena;fecha_vacunacion;vacuna_id;vacuna_nombre;numero_dosis;establecimiento_id;nombre_establecimiento;departamento;lote_vacuna;temperatura_conservacion;edad_dias_aplicacion;aplicacion_oportuna;via_administracion
REG-SC-008456;PAC-SC-00682;94992475 SC;Diana;Montaño;Montaño;F;30/01/2016;Warnes;False;30/08/2024;VAC-025;Influenza Estacional;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-SNF-2024-486;9.0;3135;True;Intramuscular
REG-SC-008457;PAC-SC-04440;89204311 SC;Andrea;Laura;Calle;F;26/08/2020;Warnes;False;29/01/2024;VAC-002;Pentavalente;1;EST-SC-0095;Posta de Salud Quillacollo Centro;Santa Cruz;LOT-SII-2024-729;6.6;1251;True;Intramuscular
REG-SC-008458;PAC-SC-01146;85854490 SC;Renata;Salazar;Peñaranda;F;23/09/2019;Montero;False;23/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0097;Posta Sanitaria Alalay;Santa Cruz;LOT-PFZ-2025-453;6.1;2039;True;Intramuscular
REG-SC-008459;PAC-SC-04421;68522589 SC;José;Pereira;Calle;M;02/11/2023;Vallegrande;False;15/06/2024;VAC-002;Pentavalente;1;EST-SC-0124;Centro Materno Infantil Nueva Esperanza;Santa Cruz;LOT-SII-2024-941;2.0;226;True;Intramuscular
REG-SC-008460;PAC-SC-05342;7574392 SC;Silvia;Cuéllar;Saucedo;F;19/02/2022;Camiri;False;01/10/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0117;Posta de Salud Huayna Potosí;Santa Cruz;LOT-SNF-2024-795;3.7;955;True;Subcutánea
REG-SC-008461;PAC-SC-01432;60957343 SC;Joaquín;Poma;Suárez;M;29/12/2023;La Guardia;False;18/10/2024;VAC-001;BCG;1;EST-SC-0094;Posta de Salud Sacaba Sur;Santa Cruz;LOT-SNF-2024-234;5.9;294;True;Intradérmica
REG-SC-008462;PAC-SC-00595;49025351 SC;Sofía;Quiroga;Camacho;F;10/05/2002;Montero;True;29/04/2024;VAC-024;dT Adulto;1;EST-SC-0107;Hospital Provincial Villa Ingenio;Santa Cruz;LOT-SNF-2024-635;5.7;8025;True;Intramuscular
REG-SC-008463;PAC-SC-01500;76929310 SC;Diego;Condori;Cruz;M;23/04/2021;San Julián;False;20/03/2025;VAC-007;Antipolio IPV;1;EST-SC-0087;Centro Integral de Salud La Ramada;Santa Cruz;LOT-SII-2025-430;4.9;1427;True;Intramuscular
REG-SC-008464;PAC-SC-03042;5578683 SC;Diego;Flores;Quispe;M;07/07/2021;Roboré;True;23/04/2024;VAC-008;Antipolio bOPV;2;EST-SC-0132;Centro de Salud Villa Victoria;Santa Cruz;LOT-PFZ-2024-152;8.9;1021;True;Oral
REG-SC-008465;PAC-SC-01965;5384679 SC;Renata;Justiniano;Romero;F;28/11/2020;San Ignacio de Velasco;False;16/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0143;Hospital del Niño Santiago de Lacaya;Santa Cruz;LOT-BIO-2025-342;5.1;1661;True;Intramuscular
REG-SC-008466;PAC-SC-03678;81226416 SC;Jimena;Mendoza;Quiroga;F;19/05/2022;San Julián;False;23/10/2024;VAC-008;Antipolio bOPV;2;EST-SC-0072;Posta de Salud Calacoto;Santa Cruz;LOT-PFZ-2024-455;5.6;888;True;Oral
REG-SC-008467;PAC-SC-03235;34278168 SC;Facundo;Fernández;Pereira;M;04/01/2015;Concepción;False;08/01/2024;VAC-025;Influenza Estacional;1;EST-SC-0097;Posta Sanitaria Alalay;Santa Cruz;LOT-AZN-2024-986;4.2;3291;True;Intramuscular
REG-SC-008468;PAC-SC-03247;18583460 SC;Alejandra;Apaza;Calle;F;09/07/2014;La Guardia;True;07/12/2024;VAC-025;Influenza Estacional;1;EST-SC-0137;Centro Integral de Salud Chasquipampa;Santa Cruz;LOT-BIO-2024-274;5.1;3804;True;Intramuscular
REG-SC-008469;PAC-SC-02444;53149813 SC;Mauricio;Rodríguez;Céspedes;M;23/09/1985;San Julián;True;21/10/2024;VAC-025;Influenza Estacional;1;EST-SC-0132;Centro de Salud Villa Victoria;Santa Cruz;LOT-SII-2024-220;2.1;14273;True;Intramuscular
REG-SC-008470;PAC-SC-02380;61419448 SC;Catalina;Cruz;Calle;F;02/12/2008;Vallegrande;True;06/08/2024;VAC-025;Influenza Estacional;1;EST-SC-0090;Hospital Virgen de Remedios Las Palmas;Santa Cruz;AZN/2024/567;5.4;5726;True;Intramuscular
REG-SC-008471;PAC-SC-05042;31590979 SC;Raúl;Laura;Céspedes;M;14/01/2015;Mineros;False;18/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0113;Centro Ambulatorio Tupac Katari;Santa Cruz;LOT-SNF-2025-107;4.1;3747;True;Intramuscular
REG-SC-008472;PAC-SC-00474;83630636 SC;Natalia;Poma;Laura;F;07/12/2012;Portachuelo;False;21/05/2025;VAC-025;Influenza Estacional;1;EST-SC-0113;Centro Ambulatorio Tupac Katari;Santa Cruz;LOT-SII-2025-947;4.6;4548;True;Intramuscular
REG-SC-008473;PAC-SC-00335;40722995 SC;Gabriel;Poma;Áñez;M;30/01/2012;Roboré;False;31/01/2025;VAC-025;Influenza Estacional;1;EST-SC-0084;Centro Ambulatorio Plan 3000;Santa Cruz;LOT-PFZ-2025-242;5.4;4750;True;Intramuscular
REG-SC-008474;PAC-SC-02128;24113982 SC;Carla;Rodríguez;Quispe;F;25/05/2020;Camiri;False;14/10/2024;VAC-007;Antipolio IPV;1;EST-SC-0096;Posta Sanitaria Temporal;Santa Cruz;LOT-PFZ-2024-338;6.8;1603;True;Intramuscular
REG-SC-008475;PAC-SC-05086;84215046 SC;Mauricio;Laura;Vargas;M;10/09/2023;La Guardia;False;30/12/2024;VAC-002;Pentavalente;1;EST-SC-0092;Policlínico Colquiri;Santa Cruz;LOT-SII-2024-423;5.7;477;True;Intramuscular
REG-SC-008476;PAC-SC-03752;49171616 SC;Facundo;Camacho;Martínez;M;03/08/2024;Yapacaní;True;02/04/2025;VAC-001;BCG;1;EST-SC-0116;Posta Sanitaria Chacaltaya;Santa Cruz;LOT-PFZ-2025-311;6.5;242;True;Intradérmica
REG-SC-008477;PAC-SC-02781;14568284 SC;Santiago;Ribera;Martínez;M;31/05/2015;Vallegrande;False;19/10/2024;VAC-025;Influenza Estacional;1;EST-SC-0130;Centro Ambulatorio Villa Fátima;Santa Cruz;LOT-GSK-2024-775;5.0;3429;True;Intramuscular
REG-SC-008478;PAC-SC-01255;82818290 SC;Eduardo;Choque;Ribera;M;13/11/1984;San Ignacio de Velasco;True;09/10/2024;VAC-024;dT Adulto;1;EST-SC-0120;Centro Integral de Salud Toro Toro;Santa Cruz;LOT-BIO-2024-237;3.7;14575;True;Intramuscular
REG-SC-008479;PAC-SC-04184;55476134 SC;Natalia;Salazar;Paniagua;F;07/08/2023;Roboré;False;07/03/2025;VAC-009;Antipolio bOPV;3;EST-SC-0072;Posta de Salud Calacoto;Santa Cruz;LOT-AZN-2025-202;4.6;578;True;Oral
REG-SC-008480;PAC-SC-03230;59596718 SC;Catalina;Pereira;Cuéllar;F;11/06/2023;Roboré;False;04/02/2025;VAC-005;Pentavalente;4;EST-SC-0143;Hospital del Niño Santiago de Lacaya;Santa Cruz;LOT-SNF-2025-995;8.7;604;True;Intramuscular
REG-SC-008481;PAC-SC-05270;13889648 SC;Alejandra;Mendoza;Apaza;F;15/05/2024;Yapacaní;False;04/11/2024;VAC-002;Pentavalente;1;EST-SC-0143;Hospital del Niño Santiago de Lacaya;Santa Cruz;LOT-AZN-2024-995;6.7;173;True;Intramuscular
REG-SC-008482;PAC-SC-01284;54367513 SC;Álvaro;Poma;Peñaranda;M;20/10/2007;Puerto Suarez;False;29/04/2024;VAC-024;dT Adulto;1;EST-SC-0100;Centro Materno Infantil Cerro Verde;Santa Cruz;LOT-PFZ-2024-181;5.2;6036;True;Intramuscular
REG-SC-008483;PAC-SC-02008;28443475 SC;Patricia;Camacho;Morales;F;27/06/2014;Roboré;False;26/05/2025;VAC-022;VPH;1;EST-SC-0142;Centro Ambulatorio Kupini;Santa Cruz;LOT-SII-2025-101;3.0;3986;True;Intramuscular
REG-SC-008484;PAC-SC-03859;27736115 SC;Valentina;Camacho;Morales;F;20/07/2022;San Julián;False;01/05/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0115;Posta Sanitaria Illimani;Santa Cruz;LOT-AZN-2024-115;4.3;651;True;Subcutánea
REG-SC-008485;PAC-SC-02441;53117994 SC;Gonzalo;Salazar;Romero;M;15/12/2023;Roboré;False;13/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0080;Posta de Salud Senkata;Santa Cruz;LOT-SNF-2024-502;6.9;273;True;Intramuscular
REG-SC-008486;PAC-SC-02310;25100496 SC;Facundo;Quiroga;Poma;M;01/11/2019;Vallegrande;True;30/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0142;Centro Ambulatorio Kupini;Santa Cruz;LOT-GSK-2024-320;1.7;1795;True;Intramuscular
REG-SC-008487;PAC-SC-03902;62762134 SC;Sofía;Martínez;Vaca;F;14/10/2017;Puerto Suarez;False;16/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0094;Posta de Salud Sacaba Sur;Santa Cruz;LOT-BIO-2025-634;5.9;2741;True;Intramuscular
REG-SC-008488;PAC-SC-02320;66848934 SC;Diego;Huanca;García;M;19/02/2024;Yapacaní;False;26/04/2025;VAC-009;Antipolio bOPV;3;EST-SC-0128;Micro Hospital Porvenir;Santa Cruz;LOT-SII-2025-722;3.0;432;True;Oral
REG-SC-008489;PAC-SC-04269;27020024 SC;Óscar;Laura;Martínez;M;26/04/2018;Portachuelo;False;09/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0101;Centro Ambulatorio Villa Pagador;Santa Cruz;LOT-GSK-2024-896;3.6;2328;True;Intramuscular
REG-SC-008490;PAC-SC-01514;88671910 SC;Jimena;Antelo;Vargas;F;19/03/2022;San Ignacio de Velasco;False;10/12/2024;VAC-007;Antipolio IPV;1;EST-SC-0086;Puesto de Salud Los Lotes;Santa Cruz;LOT-SNF-2024-282;6.1;997;True;Intramuscular
REG-SC-008491;PAC-SC-00860;26693164 SC;Isabella;Condori;Morales;F;21/06/2013;Concepción;False;12/06/2024;VAC-023;VPH;2;EST-SC-0135;Centro de Salud Obrajes;Santa Cruz;LOT-BIO-2024-217;4.3;4009;True;Intramuscular
REG-SC-008492;PAC-SC-03676;3654392 SC;Claudia;Apaza;Quispe;F;31/03/1995;Camiri;True;19/08/2024;VAC-024;dT Adulto;1;EST-SC-0117;Posta de Salud Huayna Potosí;Santa Cruz;LOT-AZN-2024-864;7.0;10734;True;Intramuscular
REG-SC-008493;PAC-SC-02012;92862041 SC;Carlos;Fernández;Céspedes;M;27/05/2021;Roboré;False;05/04/2024;VAC-002;Pentavalente;1;EST-SC-0139;Centro Materno Infantil Achumani;Santa Cruz;LOT-AZN-2024-292;4.6;1044;True;Intramuscular
REG-SC-008494;PAC-SC-04310;31611432 SC;Carmen;Bustamante;García;F;03/04/2023;Camiri;True;30/11/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0130;Centro Ambulatorio Villa Fátima;Santa Cruz;LOT-SII-2024-674;4.2;607;True;Subcutánea
REG-SC-008495;PAC-SC-03685;70365788 SC;Joaquín;Gutiérrez;Poma;M;24/10/2022;La Guardia;True;24/02/2025;VAC-019;SRP (Triple Viral);1;EST-SC-0120;Centro Integral de Salud Toro Toro;Santa Cruz;LOT-SII-2025-481;2.7;854;True;Subcutánea
REG-SC-008496;PAC-SC-04241;96373340 SC;Carla;Quispe;Terrazas;F;28/07/2013;San Ignacio de Velasco;False;26/04/2024;VAC-025;Influenza Estacional;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-SII-2024-848;12.3;3925;True;Intramuscular
REG-SC-008497;PAC-SC-04934;7103586 SC;Raúl;Cruz;Montaño;M;08/04/2022;Santa Cruz de la Sierra;False;08/04/2025;VAC-009;Antipolio bOPV;3;EST-SC-0089;Hospital Obrero Urbarí;Santa Cruz;LOT-GSK-2025-774;5.8;1096;True;Oral
REG-SC-008498;PAC-SC-05391;68624024 SC;Santiago;Laura;Vargas;M;30/01/1985;Concepción;False;30/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0130;Centro Ambulatorio Villa Fátima;Santa Cruz;LOT-GSK-2025-612;5.8;14700;True;Intramuscular
REG-SC-008499;PAC-SC-00761;12527501 SC;Camila;Rojas;Paniagua;F;06/11/2022;Yapacaní;False;03/04/2025;VAC-002;Pentavalente;1;EST-SC-0128;Micro Hospital Porvenir;Santa Cruz;LOT-BIO-2025-518;7.8;879;True;Intramuscular
REG-SC-008500;PAC-SC-03783;76760665 SC;Facundo;Choque;Choque;M;17/11/2021;Vallegrande;True;18/02/2025;VAC-007;Antipolio IPV;1;EST-SC-0078;Posta de Salud Kupini;Santa Cruz;LOT-SII-2025-762;11.1;1189;True;Intramuscular
REG-SC-008501;PAC-SC-02343;47610556 SC;Roberto;Antelo;Paniagua;M;31/03/2020;Puerto Suarez;False;30/05/2025;VAC-025;Influenza Estacional;1;EST-SC-0096;Posta Sanitaria Temporal;Santa Cruz;LOT-GSK-2025-326;3.2;1886;True;Intramuscular
REG-SC-008502;PAC-SC-04135;71720814 SC;Natalia;Gutiérrez;Paniagua;F;01/03/2013;Camiri;False;02/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0104;Centro Materno Infantil Chimba;Santa Cruz;LOT-GSK-2025-370;4.1;4415;True;Intramuscular
REG-SC-008503;PAC-SC-02561;29630691 SC;Andrés;Poma;Flores;M;02/04/2016;Mineros;False;06/04/2024;VAC-025;Influenza Estacional;1;EST-SC-0134;Posta de Salud Sopocachi;Santa Cruz;LOT-PFZ-2024-298;7.2;2926;True;Intramuscular
REG-SC-008504;PAC-SC-03990;1560180 SC;Roberto;Rodríguez;FernÃ¡ndez;M;21/10/2020;Roboré;False;30/03/2024;VAC-003;Pentavalente;2;EST-SC-0091;Centro Materno Infantil Hamacas;Santa Cruz;LOT-SII-2024-854;3.6;1256;True;Intramuscular
REG-SC-008505;PAC-SC-00746;46721311 SC;Fernanda;Quiroga;Rojas;F;01/05/2008;Cotoca;False;26/10/2024;VAC-024;dT Adulto;1;EST-SC-0111;Posta Sanitaria Bolívar;Santa Cruz;LOT-SII-2024-667;7.7;6022;True;Intramuscular
REG-SC-008506;PAC-SC-03770;67037795 SC;Diego;Calle;Morales;M;11/05/2022;Concepción;False;27/02/2025;VAC-002;Pentavalente;1;EST-SC-0127;Centro Materno Infantil Libertad;Santa Cruz;LOT-AZN-2025-474;7.1;1023;True;Intramuscular
REG-SC-008507;PAC-SC-03312;60364115 SC;Joaquín;Salazar;Poma;M;14/09/2016;Camiri;False;08/05/2025;VAC-025;Influenza Estacional;1;EST-SC-0116;Posta Sanitaria Chacaltaya;Santa Cruz;LOT-PFZ-2025-331;7.3;3158;True;Intramuscular
REG-SC-008508;PAC-SC-05017;13753119 SC;Mateo;Suárez;Rojas;M;08/12/2018;Mineros;False;27/02/2024;VAC-025;Influenza Estacional;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-PFZ-2024-789;8.7;1907;True;Intramuscular
REG-SC-008509;PAC-SC-04163;26454398 SC;Lorena;Torrez;Bustamante;F;29/09/2005;Concepción;False;05/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0073;Hospital Integral Chasquipampa;Santa Cruz;LOT-SII-2024-175;3.3;6916;True;Intramuscular
REG-SC-008510;PAC-SC-03946;73511061 SC;Claudia;Saucedo;Ribera;F;27/10/1993;Warnes;False;03/04/2024;VAC-024;dT Adulto;1;EST-SC-0142;Centro Ambulatorio Kupini;Santa Cruz;LOT-GSK-2024-476;6.5;11116;True;Intramuscular
REG-SC-008511;PAC-SC-03602;63012633 SC;Pablo;López;Camacho;M;25/06/2014;Warnes;False;20/06/2025;VAC-022;VPH;1;EST-SC-0096;Posta Sanitaria Temporal;Santa Cruz;LOT-PFZ-2025-110;7.7;4013;True;Intramuscular
REG-SC-008512;PAC-SC-00032;22104792 SC;Rosa;Vaca;Ribera;F;30/07/2015;Warnes;True;03/01/2025;VAC-025;Influenza Estacional;1;EST-SC-0125;Centro de Salud Progreso;Santa Cruz;LOT-GSK-2025-935;5.3;3445;True;Intramuscular
REG-SC-008513;PAC-SC-05471;57422292 SC;Óscar;Laura;Justiniano;M;22/11/2023;Vallegrande;False;22/11/2024;VAC-002;Pentavalente;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-PFZ-2024-310;3.8;366;True;Intramuscular
REG-SC-008514;PAC-SC-00378;60322532 SC;Fernanda;Ribera;Laura;F;02/08/2022;Warnes;False;31/08/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0126;Centro Integral de Salud Unión;Santa Cruz;LOT-BIO-2024-896;7.8;760;True;Subcutánea
REG-SC-008515;PAC-SC-00257;21892578 SC;Silvia;Fernández;Poma;F;27/04/2022;Montero;False;03/12/2024;VAC-007;Antipolio IPV;1;EST-SC-0074;Centro de Salud Irpavi;Santa Cruz;LOT-SNF-2024-503;4.7;951;True;Intramuscular
REG-SC-008516;PAC-SC-03364;18443915 SC;Víctor;Quiroga;Morales;M;05/03/2013;Puerto Suarez;False;13/05/2024;VAC-022;VPH;1;EST-SC-0117;Posta de Salud Huayna Potosí;Santa Cruz;LOT-SNF-2024-858;6.6;4087;True;Intramuscular
REG-SC-008517;PAC-SC-01046;46055292 SC;Rodrigo;Mamani;Saucedo;M;22/09/2019;Cotoca;False;19/02/2024;VAC-020;SRP (Triple Viral);2;EST-SC-0118;Hospital Germán Busch Sajama;Santa Cruz;LOT-PFZ-2024-229;5.6;1611;True;Subcutánea
REG-SC-008518;PAC-SC-00899;77127930 SC;Mónica;Cuéllar;Ribera;F;24/02/2023;Camiri;False;30/04/2025;VAC-020;SRP (Triple Viral);2;EST-SC-0124;Centro Materno Infantil Nueva Esperanza;Santa Cruz;LOT-BIO-2025-232;5.3;796;True;Subcutánea
REG-SC-008519;PAC-SC-00732;79490821 SC;Valeria;Gutiérrez;López;F;25/02/1985;Warnes;False;30/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0131;Hospital Municipal San Antonio;Santa Cruz;LOT-SII-2024-878;5.5;14462;True;Intramuscular
REG-SC-008520;PAC-SC-04986;44080990 SC;Luis;Bustamante;Bustamante;M;02/02/2014;San Ignacio de Velasco;False;17/05/2025;VAC-023;VPH;2;EST-SC-0075;Posta Sanitaria Achumani;Santa Cruz;LOT-GSK-2025-216;5.6;4122;True;Intramuscular
REG-SC-008521;PAC-SC-02910;71448055 SC;Camila;Rojas;Morales;F;02/03/2021;Mineros;True;12/09/2024;VAC-001;BCG;1;EST-SC-0100;Centro Materno Infantil Cerro Verde;Santa Cruz;LOT-AZN-2024-104;5.4;1290;True;Intradérmica
REG-SC-008522;PAC-SC-05150;39928327 SC;Silvia;Áñez;Antelo;F;07/05/2024;Concepción;True;10/05/2024;VAC-001;BCG;1;EST-SC-0082;Posta Sanitaria Ciudad Satélite;Santa Cruz;LOT-BIO-2024-494;3.4;3;True;Intradérmica
REG-SC-008523;PAC-SC-03001;59191337 SC;Miguel;Rodríguez;Peñaranda;M;06/03/2012;Camiri;False;20/01/2025;VAC-025;Influenza Estacional;1;EST-SC-0141;Posta de Salud Mallasa;Santa Cruz;LOT-PFZ-2025-126;8.5;4703;True;Intramuscular
REG-SC-008524;PAC-SC-02796;22726243 SC;Elena;Paniagua;Salazar;F;11/01/2021;Vallegrande;True;29/02/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0132;Centro de Salud Villa Victoria;Santa Cruz;LOT-SII-2024-936;3.8;1144;True;Subcutánea
REG-SC-008525;PAC-SC-00114;65365536 SC;Valeria;Pereira;Vaca;F;05/02/2023;VALLEGRANDE;True;18/01/2024;VAC-008;Antipolio bOPV;2;EST-SC-0115;Posta Sanitaria Illimani;santa cruz;LOT-SII-2024-711;3.7;347;True;Oral
REG-SC-008526;PAC-SC-00032;22104792 SC;Rosa;Vaca;Ribera;F;30/07/2015;Warnes;True;15/02/2024;VAC-025;Influenza Estacional;1;EST-SC-0138;Centro Materno Infantil Irpavi;Santa Cruz;LOT-GSK-2024-676;2.6;3122;True;Intramuscular
REG-SC-008527;PAC-SC-02713;69514256 SC;Marco;Peñaranda;Poma;M;07/03/2024;Cotoca;False;19/11/2024;VAC-008;Antipolio bOPV;2;EST-SC-0143;Hospital del Niño Santiago de Lacaya;Santa Cruz;LOT-PFZ-2024-545;5.6;257;True;Oral
REG-SC-008528;PAC-SC-04422;41180367 SC;Valentina;Áñez;Montaño;F;02/02/2022;Mineros;False;26/01/2024;VAC-004;Pentavalente;3;EST-SC-0108;Centro Integral de Salud Nuevos Horizontes;Santa Cruz;LOT-GSK-2024-994;7.5;723;True;Intramuscular
REG-SC-008529;PAC-SC-01562;94933619 SC;Eduardo;Choque;Poma;M;26/09/2001;La Guardia;False;17/08/2024;VAC-025;Influenza Estacional;1;EST-SC-0085;Posta de Salud Pampa de la Isla;Santa Cruz;LOT-PFZ-2024-464;11.6;8361;True;Intramuscular
REG-SC-008530;PAC-SC-02105;20793851 SC;Andrés;Paz;Gutiérrez;M;21/11/2021;Concepción;False;14/04/2025;VAC-020;SRP (Triple Viral);2;EST-SC-0143;Hospital del Niño Santiago de Lacaya;Santa Cruz;LOT-AZN-2025-138;6.0;1240;True;Subcutánea
REG-SC-008531;PAC-SC-05362;87004099 SC;Natalia;López;Justiniano;F;10/03/2015;Concepción;True;20/11/2024;VAC-025;Influenza Estacional;1;EST-SC-0124;Centro Materno Infantil Nueva Esperanza;Santa Cruz;LOT-AZN-2024-471;5.3;3543;True;Intramuscular
REG-SC-008532;PAC-SC-04140;29301150 SC;Rosa;Paniagua;Bustamante;F;04/07/2017;Mineros;False;29/07/2024;VAC-025;Influenza Estacional;1;EST-SC-0094;Posta de Salud Sacaba Sur;Santa Cruz;LOT-SNF-2024-418;7.3;2582;True;Intramuscular
REG-SC-008533;PAC-SC-00402;35971274 SC;Silvia;Flores;Huanca;F;22/05/1990;Concepción;False;19/03/2025;VAC-025;Influenza Estacional;1;EST-SC-0095;Posta de Salud Quillacollo Centro;Santa Cruz;LOT-PFZ-2025-383;6.2;12720;True;Intramuscular
REG-SC-008534;PAC-SC-03077;82942522 SC;Carla;Condori;Ribera;F;18/09/2019;Portachuelo;True;21/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0105;Posta Sanitaria San Pedro;Santa Cruz;LOT-AZN-2024-689;6.6;1830;True;Intramuscular
REG-SC-008535;PAC-SC-01418;73656495 SC;Silvia;Justiniano;Martínez;F;29/01/2022;Mineros;False;16/09/2024;VAC-007;Antipolio IPV;1;EST-SC-0112;Posta de Salud Litoral;Santa Cruz;LOT-BIO-2024-564;4.0;961;True;Intramuscular
REG-SC-008536;PAC-SC-03745;75600014 SC;Fernanda;Laura;Huanca;F;29/01/2021;Warnes;False;09/01/2025;VAC-021;Antiamarílica (FA);1;EST-SC-0078;Posta de Salud Kupini;Santa Cruz;LOT-GSK-2025-320;4.6;1441;True;Subcutánea
REG-SC-008537;PAC-SC-02911;22877899 SC;Daniel;Suárez;Paniagua;M;13/09/2021;Warnes;False;03/04/2025;VAC-007;Antipolio IPV;1;EST-SC-0071;Centro Ambulatorio Obrajes;Santa Cruz;LOT-SNF-2025-570;5.2;1298;True;Intramuscular
REG-SC-008538;PAC-SC-04231;81213276 SC;Óscar;Paz;Rodríguez;M;23/06/2020;Roboré;True;03/03/2025;VAC-021;Antiamarílica (FA);1;EST-SC-0123;Micro Hospital Villa Primavera;Santa Cruz;LOT-PFZ-2025-429;5.4;1714;True;Subcutánea
REG-SC-008539;PAC-SC-03275;85720417 SC;Valentín;Camacho;García;M;13/09/2023;Concepción;False;13/05/2025;VAC-020;SRP (Triple Viral);2;EST-SC-0093;Centro Materno Infantil Tiquipaya Norte;Santa Cruz;LOT-GSK-2025-698;4.8;608;True;Subcutánea
REG-SC-008540;PAC-SC-02161;80819412 SC;Diana;Camacho;Martínez;F;18/07/2020;Montero;False;19/09/2024;VAC-003;Pentavalente;2;EST-SC-0129;Posta de Salud Villa Adela;Santa Cruz;LOT-AZN-2024-564;3.3;1524;True;Intramuscular
REG-SC-008541;PAC-SC-02852;50873396 SC;Claudia;Poma;Montaño;F;25/04/1989;Warnes;False;04/02/2025;VAC-024;dT Adulto;1;EST-SC-0093;Centro Materno Infantil Tiquipaya Norte;Santa Cruz;LOT-PFZ-2025-499;5.5;13069;True;Intramuscular
REG-SC-008542;PAC-SC-02142;24582744 SC;Valeria;RodrÃ­guez;Peñaranda;F;18/01/2022;Mineros;False;19/03/2025;VAC-001;BCG;1;EST-SC-0120;Centro Integral de Salud Toro Toro;Sta Cruz;LOT-PFZ-2025-962;5.7;1156;True;Intradérmica
REG-SC-008543;PAC-SC-04406;13090493 SC;María;Romero;Vaca;F;20/06/2009;Concepción;False;17/06/2024;VAC-024;dT Adulto;1;EST-SC-0095;Posta de Salud Quillacollo Centro;Santa Cruz;LOT-SNF-2024-951;10.1;5476;True;Intramuscular
REG-SC-008544;PAC-SC-05412;8966782 SC;Carla;Vaca;Quispe;F;08/06/1985;La Guardia;False;10/06/2025;VAC-024;dT Adulto;1;EST-SC-0078;Posta de Salud Kupini;Santa Cruz;LOT-SII-2025-424;6.9;14612;True;Intramuscular
REG-SC-008545;PAC-SC-00202;95455026 SC;Rodrigo;López;Apaza;M;27/05/2015;Concepción;True;31/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0071;Centro Ambulatorio Obrajes;Santa Cruz;LOT-AZN-2025-502;1.8;3618;True;Intramuscular
REG-SC-008546;PAC-SC-03097;74575263 SC;Ana;Paniagua;Paniagua;F;19/03/2022;San Julián;True;24/10/2024;VAC-008;Antipolio bOPV;2;EST-SC-0080;Posta de Salud Senkata;Santa Cruz;LOT-BIO-2024-220;4.4;950;True;Oral
REG-SC-008547;PAC-SC-02658;82027758 SC;Carlos;Choque;Pereira;M;17/04/2014;Roboré;True;07/05/2025;VAC-023;VPH;2;EST-SC-0130;Centro Ambulatorio Villa Fátima;Santa Cruz;LOT-AZN-2025-399;5.3;4038;True;Intramuscular
REG-SC-008548;PAC-SC-02076;35878091 SC;Carmen;Rodríguez;Poma;F;18/08/2019;Montero;False;25/02/2025;VAC-025;Influenza Estacional;1;EST-SC-0082;Posta Sanitaria Ciudad Satélite;Santa Cruz;LOT-SII-2025-457;6.3;2018;True;Intramuscular
REG-SC-008549;PAC-SC-03326;36147817 SC;Gabriel;Quiroga;Terrazas;M;02/01/2020;Portachuelo;False;15/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0134;Posta de Salud Sopocachi;Santa Cruz;LOT-PFZ-2025-353;5.7;1930;True;Intramuscular
REG-SC-008550;PAC-SC-04703;87377652 SC;Rodrigo;Justiniano;Antelo;M;01/09/2021;Yapacaní;False;02/05/2025;VAC-009;Antipolio bOPV;3;EST-SC-0131;Hospital Municipal San Antonio;Santa Cruz;LOT-SII-2025-342;7.0;1339;True;Oral
REG-SC-008551;PAC-SC-02060;90523839 SC;Patricia;Paz;Montaño;F;10/09/1997;Cotoca;False;24/02/2024;VAC-024;dT Adulto;1;EST-SC-0090;Hospital Virgen de Remedios Las Palmas;Santa Cruz;LOT-BIO-2024-702;5.2;9663;True;Intramuscular
