record_id;sync_timestamp;device_id;patient_id;patient_ci;patient_name;patient_last_name_1;patient_last_name_2;patient_sex;patient_birth_date;patient_department;patient_municipality;patient_community;patient_indigenous;vaccination_date;vaccine_code;vaccine_name;dose_number;facility_code;facility_name;lot_number;storage_temp_celsius;patient_age_days;administration_route;gps_latitude;gps_longitude;gps_accuracy_meters;observations
MOVIL-001482;2024-06-25T12:10:27;TAB-PT-07;MOV-00247;94616745 OR;Jorge;Calle;Siñani;M;9/1/2023;Oruro;Machacamarca;Ayllu Chayantaka;True;2024-06-25T08:37:23;VAC-025;Influenza Estacional;1.0;EST-OR-0243;Centro Integral de Salud Illimani;LOT-BIO-2024-136;10.7;533;Intramuscular;-17.711.387;-66.426.925;15.0;Brigada móvil comunitaria
MOVIL-001483;2024-08-22T12:55:06;TAB-CH-03;MOV-01137;63780089 OR;Fortunato;Condori Poma;Vargas;M;3/11/2009;Oruro;Caracollo;Comunidad Culpina;True;2024-08-22T14:43:29;VAC-025;Influenza Estacional;1.0;EST-OR-0252;Posta Sanitaria Nueva Esperanza;LOT-GSK-2024-895;5.7;5406;Intramuscular;-17.509.408;-66.616.576;5.0;
MOVIL-001484;2024-08-15T12:52:24;TAB-OR-06;MOV-00231;58888503 PT;Fortunato;Marca;Mendoza;M;25/1/2013;Potosí;Puna;Comunidad Caripuyo;True;2024-08-15T08:33:27;VAC-023;VPH;2.0;EST-PT-0219;Puesto de Salud Hamacas;LOT-SNF-2024-876;5.5;4220;Intramuscular;-1.874.892;-66.844.453;10.0;Referido de posta vecina
MOVIL-001485;2024-10-21T15:39:56;TAB-PT-05;MOV-00429;91573844 OR;Gregoria;Apaza;Mamani Quispe;F;19/1/2019;Oruro;Caracollo;Comunidad Culpina;False;2024-10-21T13:06:47;VAC-025;Influenza Estacional;1.0;EST-OR-0250;Posta de Salud El Carmen;PFZ/2024/828;8.4;2102;Intramuscular;-17.541.597;-66.452.037;5.0;
MOVIL-001486;2024-10-04T10:42:07;TAB-CH-07;MOV-00256;23005782 CH;Fortunato;Condori Poma;Flores;M;5/9/2019;Chuquisaca;Villa Abecia;Comunidad Salinas;True;2024-10-04T11:01:56;VAC-025;Influenza Estacional;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-SNF-2024-838;6.3;1856;Intramuscular;-18.646.164;-65.600.049;25.0;Segunda visita - completar esquema
MOVIL-001487;2024-10-03T16:57:27;TAB-CH-06;MOV-00966;;Santusa;Alanoca;Copa;F;21/12/2022;Chuquisaca;Padilla;Ayllu Macha;True;2024-10-03T10:27:28;VAC-021;Antiamarílica (FA);1.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-SNF-2024-152;6.4;652;Subcutánea;-19.599.275;-649.373;10.0;
MOVIL-001488;2025-04-01T07:51:20;TAB-OR-05;MOV-00191;68925916 OR;Evaristo;Choque;Mendoza;M;11/10/2019;Oruro;Challapata;Sindicato Tacobamba;True;2025-04-01T10:53:18;VAC-025;Influenza Estacional;1.0;TEMP-BRIGADA-003;Punto Móvil Uncía;LOT-PFZ-2025-809;2.3;1999;Intramuscular;-17.753.578;-66.352.081;5.0;
MOVIL-001489;2025-06-12T09:29:38;TAB-CH-01;MOV-00790;86180496 OR;Epifania;Chura;Mamani Quispe;F;15/5/2020;Oruro;Machacamarca;Comunidad Quillacas;False;2025-06-12T16:34:04;VAC-025;Influenza Estacional;1.0;EST-OR-0249;Posta de Salud Tarapacá;LOT-AZN-2025-444;7.7;1854;Intramuscular;-18.414.271;-67.809.043;5.0;Referido de posta vecina
MOVIL-001490;2024-06-22T13:26:16;TAB-PT-03;MOV-01148;34251942 PT;Francisca;Paco;Marca;F;23/11/2021;Potosí;Llallagua;Comunidad Tolapampa;False;2024-06-22T14:00:28;VAC-003;Pentavalente;2.0;EST-PT-0214;Policlínico Los Lotes;LOT-PFZ-2024-399;4.1;942;Intramuscular;-19.521.771;-66.861.762;15.0;Campaña puerta a puerta
MOVIL-001491;2025-03-05T13:52:12;TAB-OR-02;MOV-00357;28715389 PT;Saturnino;Mendoza;Chipana;M;30/6/2021;Potosí;Puna;Ayllu Macha;False;2025-03-05T07:34:17;VAC-001;BCG;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-BIO-2025-986;9.0;1344;Intradérmica;-19.417.114;-6.578.852;10.0;Brigada móvil comunitaria
MOVIL-001492;2024-11-21T10:12:35;TAB-CH-02;MOV-00384;66113119 PT;Domitila;Ticona;Nina;F;20/2/2003;Potosí;Colquechaca;Comunidad Tinquipaya;False;2024-11-21T15:30:03;VAC-024;dT Adulto;1.0;EST-PT-0214;Policlínico Los Lotes;LOT-PFZ-2024-311;7.5;7945;Intramuscular;-19.319.379;-66.780.747;5.0;
MOVIL-001493;2024-12-07T15:02:43;TAB-CH-04;MOV-00924;73178262 OR;Francisca;Callisaya;Villca;F;22/5/2019;Oruro;Salinas de Garci Mendoza;Ayllu Pocoata;False;2024-12-07T08:30:41;VAC-025;Influenza Estacional;1.0;EST-OR-0248;Centro Ambulatorio Toro Toro;LOT-AZN-2024-665;3.7;2026;Intramuscular;-18.096.811;-67.197.304;10.0;
MOVIL-001494;2024-07-17T13:02:48;TAB-CH-05;MOV-00744;50781286 PT;Rosa;Yujra;Catari;F;30/8/2016;Potosí;Puna;Ayllu Laymes;True;2024-07-17T16:05:25;VAC-025;Influenza Estacional;1.0;EST-PT-0235;Posta de Salud Villa Ingenio;LOT-BIO-2024-918;17.1;2878;Intramuscular;-189.356;-66.545.118;5.0;
MOVIL-001495;2025-05-19T13:20:32;TAB-OR-02;MOV-00827;2034023 OR;Carlos;Apaza;Choque Huanca;M;26/3/2021;Oruro;Poopó;Comunidad San Pedro de Quemes;False;2025-05-19T14:15:31;VAC-001;BCG;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOT-SNF-2025-765;7.6;1515;Intradérmica;-18.369.245;-66.828.578;5.0;Vacunación en unidad educativa
MOVIL-001496;2024-10-15T08:18:20;TAB-PT-03;MOV-00935;36424315 PT;Juana;Catari;Chura;F;17/8/1989;Potosí;Uncía;Ayllu Macha;False;2024-10-15T16:32:29;VAC-024;dT Adulto;1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-AZN-2024-673;10.1;12843;Intramuscular;-19.959.994;-66.094.899;50.0;
MOVIL-001497;2024-08-07T14:34:29;TAB-PT-05;MOV-00243;34269285 PT;Bernarda;Ticona;Chipana;F;7/8/2024;Potosí;Betanzos;Comunidad Ocurí;True;2024-08-07T08:37:38;VAC-001;BCG;1.0;EST-PT-0217;Puesto de Salud Urbarí;LOT-SII-2024-103;4.5;0;Intradérmica;-19.515.318;-64.716.913;25.0;Campaña puerta a puerta
MOVIL-001498;2024-01-22T15:50:13;TAB-OR-06;MOV-00419;46278419 PT;Lucía;Choque;Machaca;F;23/11/2005;Potosí;Uncía;Sindicato Tacobamba;True;2024-01-22T11:49:55;VAC-024;dT Adulto;1.0;EST-PT-0234;Centro Ambulatorio Alto Lima;LOT-SNF-2024-878;13.2;6634;Intramuscular;-20.154.472;-64.614.491;5.0;Campaña puerta a puerta
MOVIL-001499;2025-05-08T07:55:58;TAB-OR-06;MOV-00748;80163104 CH;Celestino;Torrez;Flores;M;23/3/1991;Chuquisaca;Villa Abecia;;False;2025-05-08T16:43:54;VAC-025;Influenza Estacional;1.0;EST-CH-0266;Posta Sanitaria Irpavi;LOT-AZN-2025-947;5.1;12465;Intramuscular;-1.853.158;-6.453.479;100.0;Campaña puerta a puerta
MOVIL-001500;2024-09-10T13:59:08;TAB-CH-01;MOV-00087;;Juana;Mamani Quispe;Calle;F;8/1/2018;Potosí;Cotagaita;;True;2024-09-10T09:09:39;VAC-025;Influenza Estacional;1.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-AZN-2024-482;3.6;2437;Intramuscular;-19.282.821;-65.904.041;10.0;Referido de posta vecina
MOVIL-001501;2024-12-30T12:54:24;TAB-CH-07;MOV-00298;97251453 CH;Zenón;Yujra;Torrez;M;9/5/2001;Chuquisaca;Villa Serrano;;False;2024-12-30T11:35:57;VAC-024;dT Adulto;1.0;EST-CH-0274;Policlínico Ciudad Satélite;LOT-BIO-2024-499;5.7;8636;Intramuscular;-1.957.079;-6.539.121;5.0;
MOVIL-001502;2024-02-23T07:01:17;TAB-PT-07;MOV-00703;11448643 OR;Sofía;Machaca;Choque Huanca;F;22/3/1993;Oruro;Pazña;Comunidad Tolapampa;True;2024-02-23T12:14:07;VAC-024;dT Adulto;1.0;EST-OR-0241;Posta de Salud Tupac Katari;LOT-GSK-2024-824;12.1;11295;Intramuscular;-18.730.195;-67.728.267;15.0;
MOVIL-001503;2024-04-29T15:51:43;TAB-OR-06;MOV-00700;57115525 PT;Francisca;Catari;Mamani Quispe;F;21/6/2020;Potosí;Betanzos;Comunidad Tinquipaya;True;2024-04-29T14:46:30;VAC-002;Pentavalente;1.0;EST-PT-0209;Puesto de Salud Río Seco;LOT-SII-2024-354;14.7;1408;Intramuscular;-19.130.906;-65.753.393;5.0;Referido de posta vecina
MOVIL-001504;2024-05-13T13:03:33;TAB-PT-05;MOV-01005;44390879 PT;Francisca;Chura;Quisbert;F;19/1/2020;Potosí;Ravelo;Comunidad Culpina;True;2024-05-13T14:33:56;VAC-003;Pentavalente;2.0;EST-PT-0214;Policlínico Los Lotes;LOT-SII-2024-682;4.5;1576;Intramuscular;-19.712.429;-65.778.733;25.0;
MOVIL-001505;2025-03-31T16:57:23;TAB-CH-04;MOV-00862;59915684 CH;Bernarda;Tarqui;Limachi;F;14/7/2023;Chuquisaca;Presto;Ayllu Pocoata;True;2025-03-31T11:53:48;VAC-002;Pentavalente;1.0;EST-CH-0286;Policlínico Sacaba Sur;LOT-AZN-2025-753;5.6;626;Intramuscular;-19.748.538;-66.171.011;15.0;
MOVIL-001506;2024-09-02T07:50:13;TAB-CH-05;MOV-00376;16942096 PT;Dionisio;Chura;Yapura;M;20/6/2020;Potosí;Villazón;Ayllu Pocoata;True;2024-09-02T08:59:33;VAC-006;Pentavalente;5.0;EST-PT-0224;Posta de Salud Temporal;LOT-AZN-2024-464;5.7;1535;Intramuscular;-20.779.715;-66.906.034;10.0;
MOVIL-001507;2024-03-22T10:29:37;TAB-PT-05;MOV-00110;36119150 OR;Daniela;Poma;Calle;F;16/8/2021;Oruro;Chipaya;Sindicato Tacobamba;True;2024-03-22T16:05:03;VAC-004;Pentavalente;3.0;EST-OR-0236;Puesto de Salud Nuevos Horizontes;LOT-BIO-2024-298;5.6;949;Intramuscular;-18.660.342;-66.821.017;5.0;Referido de posta vecina
MOVIL-001508;2024-03-14T07:43:24;TAB-CH-03;MOV-00074;84721515 OR;Jorge;Flores;Condori Poma;M;31/8/2015;Oruro;Chipaya;Comunidad Ocurí;True;2024-03-14T10:14:28;VAC-025;Influenza Estacional;1.0;EST-OR-0255;Centro Ambulatorio Libertad;LOT-SNF-2024-151;7.0;3118;Intramuscular;-17.552.144;-67.104.411;5.0;Vacunación en unidad educativa
MOVIL-001509;2024-05-20T15:15:57;TAB-PT-06;MOV-00854;28525616 OR;Jorge;Chipana;Copa;M;6/1/2024;Oruro;Pazña;Sindicato Tacobamba;False;2024-05-20T14:32:31;VAC-016;Anti-rotavirus;2.0;EST-OR-0259;Centro Ambulatorio San Antonio;LOT-AZN-2024-455;6.8;135;Oral;-18.428.649;-67.368.357;5.0;
MOVIL-001510;2024-01-27T07:19:11;TAB-CH-03;;95643444 PT;Claudia;Poma;Vargas;F;19/3/2021;Potosí;Betanzos;Comunidad Chipaya;True;2024-01-27T08:49:15;VAC-001;BCG;1.0;EST-PT-0201;Centro Ambulatorio Chasquipampa;LOT-BIO-2024-427;3.8;1044;Intradérmica;-20.599.148;-64.649.963;10.0;Referido de posta vecina
MOVIL-001511;2024-06-06T13:30:58;TAB-CH-05;MOV-00162;;Efraín;Machaca;Callisaya;M;28/8/2022;Potosí;Ravelo;Ayllu Laymes;True;2024-06-06T12:33:27;VAC-025;Influenza Estacional;1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-PFZ-2024-791;8.6;648;Intramuscular;-20.078.971;-65.035.636;5.0;Referido de posta vecina
MOVIL-001512;2024-02-14T07:11:45;TAB-PT-04;MOV-00004;;Fortunato;Laura;Paco;M;18/3/2000;Oruro;Salinas de Garci Mendoza;Sindicato Tacobamba;True;2024-02-14T16:14:13;VAC-025;Influenza Estacional;1.0;EST-OR-0260;Posta de Salud Villa Victoria;LOT-SNF-2024-725;10.4;8733;Intramuscular;-17.889.366;-67.465.736;15.0;
MOVIL-001513;2025-04-14T09:45:21;TAB-CH-05;MOV-00730;87192649 OR;Claudia;Chambi;Yujra;F;15/12/2021;Oruro;Chipaya;Ayllu Chayantaka;False;2025-04-14T12:05:56;VAC-007;Antipolio IPV;1.0;EST-OR-0240;Posta Sanitaria Litoral;LOT-GSK-2025-906;9.1;1216;Intramuscular;-17.607.776;-67.828.018;50.0;
MOVIL-001514;2024-12-14T10:48:42;TAB-PT-06;MOV-00328;85538835 CH;Gregoria;Nina;Quispe;F;11/10/1991;Chuquisaca;Presto;Ayllu Macha;True;2024-12-14T07:09:00;VAC-024;dT Adulto;1.0;EST-CH-9003;Punto Campaña Tarabuco;LOT-PFZ-2024-273;6.2;12118;Intramuscular;-18.783.398;-6.517.499;15.0;
MOVIL-001515;2024-06-14T15:54:50;TAB-OR-03;MOV-00998;87615781 OR;Bernarda;Choque Huanca;Catari;F;25/5/2023;Oruro;Eucaliptus;Ayllu Macha;True;2024-06-14T16:38:25;VAC-004;Pentavalente;3.0;EST-OR-0241;Posta de Salud Tupac Katari;LOT-PFZ-2024-625;5.4;386;Intramuscular;-18.307.777;-66.423.984;50.0;
MOVIL-001516;2024-02-19T12:05:18;TAB-OR-02;MOV-00503;;José;Paco;Apaza;M;26/9/1995;Potosí;Cotagaita;Ayllu Laymes;True;2024-02-19T08:42:04;VAC-024;dT Adulto;1.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-SNF-2024-724;14.5;10373;Intramuscular;-19.804.408;-66.243.489;10.0;
MOVIL-001517;2024-01-03T11:10:11;TAB-CH-07;MOV-00776;30963888 CH;Freddy;Catari;Yujra;M;21/3/2020;Chuquisaca;Yamparáez;Sindicato Tacobamba;False;2024-01-03T12:38:55;VAC-003;Pentavalente;2.0;MOVIL-CH-001;Posta Comunidad Chipaya;LOT-SNF-2024-205;3.0;1383;Intramuscular;-19.980.851;-64.558.949;10.0;
MOVIL-001518;2025-03-03T16:03:09;TAB-CH-06;MOV-00102;99475024 PT;Claudia;Mendoza;Yapura;F;19/9/2013;Potosí;Tupiza;Sindicato Tacobamba;True;2025-03-03T10:04:16;VAC-025;Influenza Estacional;1.0;EST-PT-0210;Micro Hospital Ciudad Satélite;LOT-PFZ-2025-515;5.0;4183;Intramuscular;-18.740.801;-65.291.141;10.0;
MOVIL-001519;2025-03-06T10:06:00;TAB-CH-02;MOV-00990;4727904 CH;Grover;Condori Poma;Marca;M;18/5/2022;Chuquisaca;Villa Abecia;Comunidad Ravelo;True;2025-03-06T15:59:24;VAC-020;SRP (Triple Viral);2.0;EST-CH-0268;Centro Ambulatorio Cota Cota;LOT-PFZ-2025-361;5.6;1023;Subcutánea;-19.584.647;-66.054.694;15.0;Brigada móvil comunitaria
MOVIL-001520;2024-12-02T11:13:45;TAB-CH-01;MOV-00245;;Eusebio;Mamani;Calle;M;24/2/2021;Chuquisaca;Camargo;Ayllu Chayantaka;True;2024-12-02T15:21:04;VAC-007;Antipolio IPV;1.0;EST-CH-0278;Centro Ambulatorio Los Lotes;LOT-AZN-2024-137;13.3;1377;Intramuscular;-19.254.967;-65.177.454;10.0;Referido de posta vecina
MOVIL-001521;2024-05-16T10:57:52;TAB-OR-06;MOV-00113;31715395 PT;Claudia;Mendoza;Condori;F;5/3/2019;Potosí;Colquechaca;Comunidad Calacoto;False;2024-05-16T12:12:38;VAC-025;Influenza Estacional;1.0;EST-PT-0206;Posta de Salud Kupini;LOT-SNF-2024-821;7.6;1899;Intramuscular;-20.225.323;-64.630.894;15.0;Brigada móvil comunitaria
MOVIL-001522;2024-12-12T15:31:03;TAB-PT-05;MOV-01176;33259441 OR;José;Tarqui;Poma;M;30/7/2021;Oruro;Salinas de Garci Mendoza;;False;2024-12-12T11:57:07;VAC-025;Influenza Estacional;1.0;EST-OR-0241;Posta de Salud Tupac Katari;LOT-AZN-2024-205;8.3;1231;Intramuscular;-17.303.342;-67.471.615;10.0;
MOVIL-001523;2025-05-19T12:45:51;TAB-PT-05;MOV-00394;77635085 PT;Silvestre;Laura;Mamani;M;26/7/2009;Potosí;Cotagaita;Comunidad Calacoto;False;2025-05-19T10:05:08;VAC-024;dT Adulto;1.0;EST-PT-0208;Puesto de Salud Senkata;LOT-SII-2025-456;5.4;5776;Intramuscular;-18.852.997;-66.127.381;100.0;Vacunación en unidad educativa
MOVIL-001524;2024-02-03T07:03:17;TAB-CH-05;MOV-00322;29840826 PT;Fortunato;Mamani;Huanca;M;10/8/2018;Potosí;Villazón;Comunidad Culpina;False;2024-02-03T16:49:41;VAC-025;Influenza Estacional;1.0;EST-PT-0215;Centro Materno Infantil La Ramada;LOT-GSK-2024-321;4.9;2003;Intramuscular;-20.243.328;-66.355.402;10.0;Brigada móvil comunitaria
MOVIL-001525;2024-04-02T15:10:25;TAB-PT-05;MOV-00647;61996414 CH;Daniela;Laura;Yapura;F;3/4/2020;Chuquisaca;Camargo;Comunidad Calacoto;True;2024-04-02T14:12:57;VAC-001;BCG;1.0;EST-CH-0270;Centro de Salud Kupini;LOT-AZN-2024-300;10.7;1460;Intradérmica;-18.616.188;-66.114.875;5.0;
MOVIL-001526;2024-05-03T14:07:38;TAB-OR-06;MOV-00403;74304060 CH;José;Flores;Condori;M;22/12/2021;Chuquisaca;Padilla;;True;2024-05-03T09:10:01;VAC-007;Antipolio IPV;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-GSK-2024-233;4.5;863;Intramuscular;-19.344.093;-65.585.826;25.0;
MOVIL-001527;2024-08-12T08:51:35;TAB-PT-01;MOV-00300;60828066 PT;Grover;Yujra;Catari;M;23/4/2022;Potosí;Betanzos;Sindicato Tacobamba;True;2024-08-12T14:42:02;VAC-021;Antiamarílica (FA);1.0;EST-PT-0224;Posta de Salud Temporal;LOT-BIO-2024-640;4.6;842;Subcutánea;-20.130.637;-65.550.539;15.0;
MOVIL-001528;2025-03-07T08:02:13;TAB-CH-01;MOV-00005;82200125 PT;Paola;Apaza;Calle;F;9/2/2024;Potosí;Llallagua;Comunidad Ocurí;True;2025-03-07T10:44:48;VAC-003;Pentavalente;2.0;TEMP-ESCUELA-002;Brigada Camargo;LOT-BIO-2025-167;11.3;392;Intramuscular;-2.039.201;-6.512.671;25.0;Referido de posta vecina
MOVIL-001529;2025-06-28T14:21:15;TAB-OR-01;MOV-00113;31715395 PT;Claudia;Mendoza;Condori;F;5/3/2019;Potosí;Colquechaca;Comunidad Calacoto;False;;VAC-025;Influenza Estacional;1.0;EST-PT-0216;Micro Hospital Equipetrol;LOT-SNF-2025-489;14.1;2307;Intramuscular;-18.497.649;-6.485.665;50.0;
MOVIL-001530;2025-05-12T14:46:41;TAB-OR-02;MOV-00327;37426088 PT;Eusebio;Chambi;Yapura;M;24/7/2020;Potosí;Tinguipaya;Comunidad San Pedro de Quemes;False;2025-05-12T11:13:48;VAC-009;Antipolio bOPV;3.0;EST-PT-0226;Centro Ambulatorio Jaihuayco;LOT-SNF-2025-681;5.0;1753;Oral;-19.562.227;-66.737.199;15.0;
MOVIL-001531;2024-11-22T08:42:19;TAB-CH-03;MOV-01051;65169220 OR;María;Nina;Laura;F;23/5/2010;Oruro;Toledo;Comunidad Chacala;True;2024-11-22T16:36:02;VAC-025;Influenza Estacional;1.0;EST-OR-0252;Posta Sanitaria Nueva Esperanza;LOT-GSK-2024-825;10.8;5297;Intramuscular;-17.165.536;-66.377.833;10.0;Referido de posta vecina
MOVIL-001532;2025-04-22T09:04:53;TAB-CH-03;MOV-00750;9400728 CH;Fortunata;Torrez;Calle;F;21/6/2024;Chuquisaca;Mojocoya;Ayllu Macha;False;2025-04-22T09:48:36;VAC-013;Antineumocócica;2.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-BIO-2025-480;19.3;305;Intramuscular;-18.167.848;-6.537.191;25.0;Brigada móvil comunitaria
MOVIL-001533;2025-05-20T15:20:40;TAB-PT-07;MOV-00230;40242670 PT;Saturnino;Machaca;Laura;M;8/9/2010;Potosí;Ravelo;Comunidad Salinas;False;2025-05-20T11:40:52;VAC-025;Influenza Estacional;1.0;EST-PT-0235;Posta de Salud Villa Ingenio;LOT-PFZ-2025-899;2.5;5368;Intramuscular;-19.832.697;-65.765.383;15.0;
MOVIL-001534;2024-09-19T10:55:09;TAB-OR-05;MOV-00922;78546085 OR;Wilmer;Nina;Yapura;M;1/8/2009;Oruro;Challapata;Comunidad Culpina;True;2024-09-19T15:17:47;VAC-024;dT Adulto;1.0;EST-OR-0251;Posta Sanitaria Villa Primavera;LOT-SII-2024-554;1.5;5528;Intramuscular;-17.646.916;-66.390.638;5.0;
MOVIL-001535;2024-03-09T15:12:33;TAB-PT-04;MOV-01140;41775846 PT;Daniel;Alanoca;Marca;M;27/8/2023;Potosí;Cotagaita;Comunidad Huari;True;2024-03-09T16:37:40;VAC-017;Influenza Pediátrica;1.0;EST-PT-0210;Micro Hospital Ciudad Satélite;LOT-PFZ-2024-252;8.2;195;Intramuscular;-19.006.402;-65.279.053;10.0;
MOVIL-001536;2024-08-05T09:56:00;TAB-CH-07;MOV-00509;3029341 OR;Nayeli;Catari;Mamani Quispe;F;27/2/2019;Oruro;Huanuni;;False;2024-08-05T09:29:18;VAC-025;Influenza Estacional;1.0;EST-OR-0247;Centro Integral de Salud Tunari;LOT-GSK-2024-545;2.8;1986;Intramuscular;-18.127.692;-67.737.891;100.0;
MOVIL-001537;2024-02-29T11:48:32;TAB-PT-05;MOV-00208;67329075 OR;Lucía;Choque;Siñani;F;28/1/2023;Oruro;Challapata;Ayllu Macha;True;2024-02-29T11:06:47;VAC-008;Antipolio bOPV;2.0;EST-OR-0248;Centro Ambulatorio Toro Toro;LOT-PFZ-2024-450;5.7;397;Oral;-18.617.838;-67.125.066;15.0;Segunda visita - completar esquema
MOVIL-001538;2024-09-16T15:40:59;TAB-CH-07;MOV-00997;59200099 CH;Luis;Poma;Copa;M;2/3/2023;Chuquisaca;Presto;Comunidad Caripuyo;True;2024-09-16T14:03:20;VAC-019;SRP (Triple Viral);1.0;EST-CH-0291;Posta Sanitaria Valle Hermoso;LOT-SII-2024-506;9.2;564;Subcutánea;-18.633.104;-64.716.696;15.0;
MOVIL-001539;2024-10-11T10:10:51;TAB-CH-06;MOV-00337;36580542 PT;Edwin;Condori;Torrez;M;1/10/2018;Potosí;Colquechaca;Comunidad Ravelo;False;2024-10-11T16:27:41;VAC-025;Influenza Estacional;1.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-PFZ-2024-715;12.1;2202;Intramuscular;-20.656.911;-66.767.893;5.0;
MOVIL-001540;2024-06-21T10:01:15;TAB-OR-02;MOV-00676;32638829 OR;Santusa;Marca;Mendoza;F;1/2/2020;Oruro;Poopó;Ayllu Qhara Qhara;True;2024-06-21T07:34:17;VAC-019;SRP (Triple Viral);1.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-GSK-2024-782;2.4;1602;Subcutánea;-18.354.749;-67.340.037;50.0;Brigada móvil comunitaria
MOVIL-001541;2024-11-05T08:40:43;TAB-CH-03;MOV-00661;86579755 PT;Tomasa;Callisaya;Tarqui;F;30/10/2016;Potosí;Betanzos;;True;2024-11-05T16:06:27;VAC-025;Influenza Estacional;1.0;EST-PT-0230;Centro Integral de Salud San Sebastián;LOT-SII-2024-520;6.7;2928;Intramuscular;-19.872.266;-65.983.952;10.0;Segunda visita - completar esquema
MOVIL-001542;2024-10-29T09:28:48;TAB-OR-05;MOV-00515;54944811 CH;María;Tarqui;Machaca;F;17/10/2023;Chuquisaca;Huacareta;;True;2024-10-29T16:11:24;VAC-009;Antipolio bOPV;3.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-SII-2024-652;6.4;378;Oral;-19.176.771;-66.075.158;50.0;Referido de posta vecina
MOVIL-001543;2024-02-12T13:43:40;TAB-OR-05;MOV-00832;91846778 PT;Rosa;Yujra;Calle;F;19/3/2022;Potosí;Betanzos;;False;2024-02-12T09:43:10;VAC-019;SRP (Triple Viral);1.0;EST-PT-0232;Micro Hospital Chimba;LOT-BIO-2024-843;4.5;695;Subcutánea;-20.504.429;-64.936.401;10.0;Brigada móvil comunitaria
MOVIL-001544;2024-08-15T08:39:43;TAB-OR-02;MOV-00733;85063556 PT;Bernarda;Mamani;Calle;F;6/3/1990;Potosí;Ravelo;Comunidad Ocurí;True;2024-08-15T09:00:21;VAC-024;dT Adulto;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-GSK-2024-244;4.6;12581;Intramuscular;-18.714.444;-66.711.896;5.0;Segunda visita - completar esquema
MOVIL-001545;2024-08-22T07:10:50;TAB-CH-04;MOV-00359;36507773 CH;Grover;Yapura;Rojas;M;16/4/2020;Chuquisaca;Villa Serrano;Ayllu Macha;True;2024-08-22T16:04:55;VAC-009;Antipolio bOPV;3.0;EST-CH-0270;Centro de Salud Kupini;LOT-GSK-2024-444;3.3;1589;Oral;-1.912.009;-64.953.083;10.0;
MOVIL-001546;2024-09-17T14:51:59;TAB-PT-02;MOV-00124;51837727 CH;Nayeli;Poma;Mamani Quispe;F;3/1/2022;Chuquisaca;Sucre;Comunidad San Pedro de Quemes;True;2024-09-17T10:15:40;VAC-003;Pentavalente;2.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-PFZ-2024-716;4.2;988;Intramuscular;-18.089.719;-64.263.968;50.0;Brigada móvil comunitaria
MOVIL-001547;2024-09-17T08:13:31;TAB-OR-05;MOV-00409;36202256 OR;María;Villca;Mamani Quispe;F;3/8/2022;Oruro;Eucaliptus;Comunidad Ravelo;True;2024-09-17T12:27:53;VAC-001;BCG;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOTE BIO 2024 734;8.7;776;Intradérmica;-17.977.744;-66.738.931;5.0;
MOVIL-001548;2025-05-28T15:52:27;TAB-CH-05;MOV-00459;75984753 PT;Petrona;Villca;Nina;F;2/6/2003;Potosí;Cotagaita;Comunidad Tinquipaya;True;2025-05-28T10:03:12;VAC-024;dT Adulto;1.0;EST-PT-0213;Policlínico Pampa de la Isla;LOT-BIO-2025-878;9.9;8031;Intramuscular;-1.890.251;-65.996.139;5.0;Campaña puerta a puerta
MOVIL-001549;2025-04-09T15:25:48;TAB-PT-07;MOV-00609;87228174 CH;Santos;Limachi;Vargas;M;22/7/2002;Chuquisaca;Huacareta;Ayllu Chayantaka;True;2025-04-09T15:46:41;VAC-024;dT Adulto;1.0;EST-CH-0274;Policlínico Ciudad Satélite;LOT-AZN-2025-160;4.7;8297;Intramuscular;-19.469.773;-66.221.413;15.0;
MOVIL-001550;2024-03-16T12:49:14;TAB-OR-07;MOV-00739;61579490 CH;Santusa;Choque;Vargas;F;13/4/1987;Chuquisaca;Zudáñez;Comunidad Salinas;True;2024-03-16T14:47:03;VAC-024;dT Adulto;1.0;EST-CH-0288;Posta de Salud Temporal;LOT-SNF-2024-184;5.1;13487;Intramuscular;-19.660.607;-64.946.684;5.0;Referido de posta vecina
